"Block1","dist","agent","persona"
64,"document_only","agent_4","persona_1"
64,"integrated","agent_4","persona_1"
64,"memory_only","agent_2","persona_1"
64,"document_only","agent_3","persona_2"
64,"document_only","agent_4","persona_2"
64,"integrated","agent_4","persona_2"
64,"memory_only","agent_2","persona_2"
64,"document_only","agent_3","persona_3"
64,"document_only","agent_4","persona_3"
64,"integrated","agent_4","persona_3"
64,"memory_only","agent_2","persona_3"
65,"document_only","agent_1","persona_1"
65,"document_only","agent_2","persona_1"
65,"document_only","agent_3","persona_1"
65,"memory_only","agent_2","persona_1"
65,"document_only","agent_1","persona_2"
65,"document_only","agent_2","persona_2"
65,"document_only","agent_3","persona_2"
65,"memory_only","agent_2","persona_2"
65,"document_only","agent_1","persona_3"
65,"document_only","agent_2","persona_3"
65,"document_only","agent_3","persona_3"
65,"memory_only","agent_2","persona_3"
66,"document_only","agent_1","persona_1"
66,"document_only","agent_2","persona_1"
66,"integrated","agent_1","persona_1"
66,"integrated","agent_4","persona_1"
66,"document_only","agent_1","persona_2"
66,"document_only","agent_2","persona_2"
66,"integrated","agent_1","persona_2"
66,"integrated","agent_4","persona_2"
66,"document_only","agent_1","persona_3"
66,"document_only","agent_2","persona_3"
66,"integrated","agent_1","persona_3"
66,"integrated","agent_4","persona_3"
67,"document_only","agent_1","persona_1"
67,"integrated","agent_2","persona_1"
67,"memory_only","agent_1","persona_1"
67,"memory_only","agent_3","persona_1"
67,"document_only","agent_1","persona_2"
67,"integrated","agent_2","persona_2"
67,"memory_only","agent_1","persona_2"
67,"memory_only","agent_3","persona_2"
67,"document_only","agent_1","persona_3"
67,"integrated","agent_2","persona_3"
67,"memory_only","agent_1","persona_3"
67,"memory_only","agent_3","persona_3"
68,"document_only","agent_2","persona_1"
68,"document_only","agent_4","persona_1"
68,"integrated","agent_2","persona_1"
68,"memory_only","agent_1","persona_1"
68,"document_only","agent_2","persona_2"
68,"document_only","agent_4","persona_2"
68,"integrated","agent_2","persona_2"
68,"memory_only","agent_1","persona_2"
68,"document_only","agent_2","persona_3"
68,"document_only","agent_4","persona_3"
68,"integrated","agent_2","persona_3"
68,"memory_only","agent_1","persona_3"
69,"document_only","agent_1","persona_1"
69,"integrated","agent_2","persona_1"
69,"integrated","agent_4","persona_1"
69,"memory_only","agent_1","persona_1"
69,"document_only","agent_1","persona_2"
69,"integrated","agent_2","persona_2"
69,"integrated","agent_4","persona_2"
69,"memory_only","agent_1","persona_2"
69,"document_only","agent_1","persona_3"
69,"integrated","agent_2","persona_3"
69,"integrated","agent_4","persona_3"
69,"memory_only","agent_1","persona_3"
70,"document_only","agent_1","persona_1"
70,"document_only","agent_2","persona_1"
70,"memory_only","agent_3","persona_1"
70,"memory_only","agent_4","persona_1"
70,"document_only","agent_1","persona_2"
70,"document_only","agent_2","persona_2"
70,"memory_only","agent_3","persona_2"
70,"memory_only","agent_4","persona_2"
70,"document_only","agent_1","persona_3"
70,"document_only","agent_2","persona_3"
70,"memory_only","agent_3","persona_3"
70,"memory_only","agent_4","persona_3"
71,"document_only","agent_2","persona_1"
71,"integrated","agent_2","persona_1"
71,"memory_only","agent_1","persona_1"
71,"memory_only","agent_2","persona_1"
71,"document_only","agent_2","persona_2"
71,"integrated","agent_2","persona_2"
71,"memory_only","agent_1","persona_2"
71,"memory_only","agent_2","persona_2"
71,"document_only","agent_2","persona_3"
71,"integrated","agent_2","persona_3"
71,"memory_only","agent_1","persona_3"
71,"memory_only","agent_2","persona_3"
72,"document_only","agent_1","persona_1"
72,"document_only","agent_3","persona_1"
72,"integrated","agent_2","persona_1"
72,"memory_only","agent_4","persona_1"
72,"document_only","agent_1","persona_2"
72,"document_only","agent_3","persona_2"
72,"integrated","agent_2","persona_2"
72,"memory_only","agent_4","persona_2"
72,"document_only","agent_1","persona_3"
72,"document_only","agent_3","persona_3"
72,"integrated","agent_2","persona_3"
72,"memory_only","agent_4","persona_3"
73,"document_only","agent_2","persona_1"
73,"integrated","agent_2","persona_1"
73,"memory_only","agent_2","persona_1"
73,"memory_only","agent_4","persona_1"
73,"document_only","agent_2","persona_2"
73,"integrated","agent_2","persona_2"
73,"memory_only","agent_2","persona_2"
73,"memory_only","agent_4","persona_2"
73,"document_only","agent_2","persona_3"
73,"integrated","agent_2","persona_3"
73,"memory_only","agent_2","persona_3"
73,"memory_only","agent_4","persona_3"
74,"document_only","agent_3","persona_1"
74,"integrated","agent_1","persona_1"
74,"integrated","agent_3","persona_1"
74,"memory_only","agent_4","persona_1"
74,"document_only","agent_3","persona_2"
74,"integrated","agent_1","persona_2"
74,"integrated","agent_3","persona_2"
74,"memory_only","agent_4","persona_2"
74,"document_only","agent_3","persona_3"
74,"integrated","agent_1","persona_3"
74,"integrated","agent_3","persona_3"
74,"memory_only","agent_4","persona_3"
75,"integrated","agent_3","persona_1"
75,"integrated","agent_4","persona_1"
75,"memory_only","agent_2","persona_1"
75,"memory_only","agent_3","persona_1"
75,"integrated","agent_3","persona_2"
75,"integrated","agent_4","persona_2"
75,"memory_only","agent_2","persona_2"
75,"memory_only","agent_3","persona_2"
75,"integrated","agent_3","persona_3"
75,"integrated","agent_4","persona_3"
75,"memory_only","agent_2","persona_3"
75,"memory_only","agent_3","persona_3"
76,"document_only","agent_3","persona_1"
76,"document_only","agent_4","persona_1"
76,"integrated","agent_2","persona_1"
76,"memory_only","agent_4","persona_1"
76,"document_only","agent_3","persona_2"
76,"document_only","agent_4","persona_2"
76,"integrated","agent_2","persona_2"
76,"memory_only","agent_4","persona_2"
76,"document_only","agent_3","persona_3"
76,"document_only","agent_4","persona_3"
76,"integrated","agent_2","persona_3"
76,"memory_only","agent_4","persona_3"
77,"document_only","agent_2","persona_1"
77,"document_only","agent_3","persona_1"
77,"integrated","agent_3","persona_1"
77,"integrated","agent_4","persona_1"
77,"document_only","agent_2","persona_2"
77,"document_only","agent_3","persona_2"
77,"integrated","agent_3","persona_2"
77,"integrated","agent_4","persona_2"
77,"document_only","agent_2","persona_3"
77,"document_only","agent_3","persona_3"
77,"integrated","agent_3","persona_3"
77,"integrated","agent_4","persona_3"
78,"document_only","agent_3","persona_1"
78,"integrated","agent_2","persona_1"
78,"memory_only","agent_3","persona_1"
78,"memory_only","agent_4","persona_1"
78,"document_only","agent_3","persona_2"
78,"integrated","agent_2","persona_2"
78,"memory_only","agent_3","persona_2"
78,"memory_only","agent_4","persona_2"
78,"document_only","agent_3","persona_3"
78,"integrated","agent_2","persona_3"
78,"memory_only","agent_3","persona_3"
78,"memory_only","agent_4","persona_3"
79,"integrated","agent_1","persona_1"
79,"integrated","agent_2","persona_1"
79,"integrated","agent_4","persona_1"
79,"memory_only","agent_2","persona_1"
79,"integrated","agent_1","persona_2"
79,"integrated","agent_2","persona_2"
79,"integrated","agent_4","persona_2"
79,"memory_only","agent_2","persona_2"
79,"integrated","agent_1","persona_3"
79,"integrated","agent_2","persona_3"
79,"integrated","agent_4","persona_3"
79,"memory_only","agent_2","persona_3"
80,"document_only","agent_2","persona_1"
80,"document_only","agent_4","persona_1"
80,"memory_only","agent_3","persona_1"
80,"memory_only","agent_4","persona_1"
80,"document_only","agent_2","persona_2"
80,"document_only","agent_4","persona_2"
80,"memory_only","agent_3","persona_2"
80,"memory_only","agent_4","persona_2"
80,"document_only","agent_2","persona_3"
80,"document_only","agent_4","persona_3"
80,"memory_only","agent_3","persona_3"
80,"memory_only","agent_4","persona_3"
81,"document_only","agent_3","persona_1"
81,"document_only","agent_4","persona_1"
81,"integrated","agent_4","persona_1"
81,"memory_only","agent_2","persona_1"
81,"document_only","agent_3","persona_2"
81,"document_only","agent_4","persona_2"
81,"integrated","agent_4","persona_2"
81,"memory_only","agent_2","persona_2"
81,"document_only","agent_3","persona_3"
81,"document_only","agent_4","persona_3"
81,"integrated","agent_4","persona_3"
81,"memory_only","agent_2","persona_3"
82,"document_only","agent_1","persona_1"
82,"integrated","agent_4","persona_1"
82,"memory_only","agent_1","persona_1"
82,"memory_only","agent_4","persona_1"
82,"document_only","agent_1","persona_2"
82,"integrated","agent_4","persona_2"
82,"memory_only","agent_1","persona_2"
82,"memory_only","agent_4","persona_2"
82,"document_only","agent_1","persona_3"
82,"integrated","agent_4","persona_3"
82,"memory_only","agent_1","persona_3"
82,"memory_only","agent_4","persona_3"
83,"document_only","agent_2","persona_1"
83,"document_only","agent_3","persona_1"
83,"integrated","agent_3","persona_1"
83,"integrated","agent_4","persona_1"
83,"document_only","agent_2","persona_2"
83,"document_only","agent_3","persona_2"
83,"integrated","agent_3","persona_2"
83,"integrated","agent_4","persona_2"
83,"document_only","agent_2","persona_3"
83,"document_only","agent_3","persona_3"
83,"integrated","agent_3","persona_3"
83,"integrated","agent_4","persona_3"
84,"document_only","agent_3","persona_1"
84,"integrated","agent_3","persona_1"
84,"integrated","agent_4","persona_1"
84,"memory_only","agent_4","persona_1"
84,"document_only","agent_3","persona_2"
84,"integrated","agent_3","persona_2"
84,"integrated","agent_4","persona_2"
84,"memory_only","agent_4","persona_2"
84,"document_only","agent_3","persona_3"
84,"integrated","agent_3","persona_3"
84,"integrated","agent_4","persona_3"
84,"memory_only","agent_4","persona_3"
85,"document_only","agent_4","persona_1"
85,"memory_only","agent_1","persona_1"
85,"memory_only","agent_3","persona_1"
85,"memory_only","agent_4","persona_1"
85,"document_only","agent_4","persona_2"
85,"memory_only","agent_1","persona_2"
85,"memory_only","agent_3","persona_2"
85,"memory_only","agent_4","persona_2"
85,"document_only","agent_4","persona_3"
85,"memory_only","agent_1","persona_3"
85,"memory_only","agent_3","persona_3"
85,"memory_only","agent_4","persona_3"
86,"document_only","agent_1","persona_1"
86,"integrated","agent_1","persona_1"
86,"integrated","agent_2","persona_1"
86,"integrated","agent_3","persona_1"
86,"document_only","agent_1","persona_2"
86,"integrated","agent_1","persona_2"
86,"integrated","agent_2","persona_2"
86,"integrated","agent_3","persona_2"
86,"document_only","agent_1","persona_3"
86,"integrated","agent_1","persona_3"
86,"integrated","agent_2","persona_3"
86,"integrated","agent_3","persona_3"
87,"document_only","agent_2","persona_1"
87,"integrated","agent_1","persona_1"
87,"integrated","agent_2","persona_1"
87,"integrated","agent_4","persona_1"
87,"document_only","agent_2","persona_2"
87,"integrated","agent_1","persona_2"
87,"integrated","agent_2","persona_2"
87,"integrated","agent_4","persona_2"
87,"document_only","agent_2","persona_3"
87,"integrated","agent_1","persona_3"
87,"integrated","agent_2","persona_3"
87,"integrated","agent_4","persona_3"
88,"document_only","agent_2","persona_1"
88,"integrated","agent_4","persona_1"
88,"memory_only","agent_1","persona_1"
88,"memory_only","agent_2","persona_1"
88,"document_only","agent_2","persona_2"
88,"integrated","agent_4","persona_2"
88,"memory_only","agent_1","persona_2"
88,"memory_only","agent_2","persona_2"
88,"document_only","agent_2","persona_3"
88,"integrated","agent_4","persona_3"
88,"memory_only","agent_1","persona_3"
88,"memory_only","agent_2","persona_3"
89,"document_only","agent_2","persona_1"
89,"document_only","agent_4","persona_1"
89,"integrated","agent_1","persona_1"
89,"memory_only","agent_1","persona_1"
89,"document_only","agent_2","persona_2"
89,"document_only","agent_4","persona_2"
89,"integrated","agent_1","persona_2"
89,"memory_only","agent_1","persona_2"
89,"document_only","agent_2","persona_3"
89,"document_only","agent_4","persona_3"
89,"integrated","agent_1","persona_3"
89,"memory_only","agent_1","persona_3"
90,"document_only","agent_1","persona_1"
90,"document_only","agent_3","persona_1"
90,"integrated","agent_4","persona_1"
90,"memory_only","agent_1","persona_1"
90,"document_only","agent_1","persona_2"
90,"document_only","agent_3","persona_2"
90,"integrated","agent_4","persona_2"
90,"memory_only","agent_1","persona_2"
90,"document_only","agent_1","persona_3"
90,"document_only","agent_3","persona_3"
90,"integrated","agent_4","persona_3"
90,"memory_only","agent_1","persona_3"
91,"document_only","agent_1","persona_1"
91,"document_only","agent_3","persona_1"
91,"integrated","agent_2","persona_1"
91,"memory_only","agent_3","persona_1"
91,"document_only","agent_1","persona_2"
91,"document_only","agent_3","persona_2"
91,"integrated","agent_2","persona_2"
91,"memory_only","agent_3","persona_2"
91,"document_only","agent_1","persona_3"
91,"document_only","agent_3","persona_3"
91,"integrated","agent_2","persona_3"
91,"memory_only","agent_3","persona_3"
92,"document_only","agent_4","persona_1"
92,"integrated","agent_3","persona_1"
92,"integrated","agent_4","persona_1"
92,"memory_only","agent_3","persona_1"
92,"document_only","agent_4","persona_2"
92,"integrated","agent_3","persona_2"
92,"integrated","agent_4","persona_2"
92,"memory_only","agent_3","persona_2"
92,"document_only","agent_4","persona_3"
92,"integrated","agent_3","persona_3"
92,"integrated","agent_4","persona_3"
92,"memory_only","agent_3","persona_3"
93,"document_only","agent_1","persona_1"
93,"document_only","agent_4","persona_1"
93,"integrated","agent_1","persona_1"
93,"integrated","agent_3","persona_1"
93,"document_only","agent_1","persona_2"
93,"document_only","agent_4","persona_2"
93,"integrated","agent_1","persona_2"
93,"integrated","agent_3","persona_2"
93,"document_only","agent_1","persona_3"
93,"document_only","agent_4","persona_3"
93,"integrated","agent_1","persona_3"
93,"integrated","agent_3","persona_3"
94,"document_only","agent_4","persona_1"
94,"integrated","agent_4","persona_1"
94,"memory_only","agent_1","persona_1"
94,"memory_only","agent_3","persona_1"
94,"document_only","agent_4","persona_2"
94,"integrated","agent_4","persona_2"
94,"memory_only","agent_1","persona_2"
94,"memory_only","agent_3","persona_2"
94,"document_only","agent_4","persona_3"
94,"integrated","agent_4","persona_3"
94,"memory_only","agent_1","persona_3"
94,"memory_only","agent_3","persona_3"
95,"document_only","agent_1","persona_1"
95,"integrated","agent_3","persona_1"
95,"memory_only","agent_2","persona_1"
95,"memory_only","agent_4","persona_1"
95,"document_only","agent_1","persona_2"
95,"integrated","agent_3","persona_2"
95,"memory_only","agent_2","persona_2"
95,"memory_only","agent_4","persona_2"
95,"document_only","agent_1","persona_3"
95,"integrated","agent_3","persona_3"
95,"memory_only","agent_2","persona_3"
95,"memory_only","agent_4","persona_3"
96,"document_only","agent_1","persona_1"
96,"document_only","agent_2","persona_1"
96,"integrated","agent_2","persona_1"
96,"memory_only","agent_2","persona_1"
96,"document_only","agent_1","persona_2"
96,"document_only","agent_2","persona_2"
96,"integrated","agent_2","persona_2"
96,"memory_only","agent_2","persona_2"
96,"document_only","agent_1","persona_3"
96,"document_only","agent_2","persona_3"
96,"integrated","agent_2","persona_3"
96,"memory_only","agent_2","persona_3"
97,"document_only","agent_1","persona_1"
97,"document_only","agent_3","persona_1"
97,"document_only","agent_4","persona_1"
97,"memory_only","agent_4","persona_1"
97,"document_only","agent_1","persona_2"
97,"document_only","agent_3","persona_2"
97,"document_only","agent_4","persona_2"
97,"memory_only","agent_4","persona_2"
97,"document_only","agent_1","persona_3"
97,"document_only","agent_3","persona_3"
97,"document_only","agent_4","persona_3"
97,"memory_only","agent_4","persona_3"
98,"document_only","agent_1","persona_1"
98,"integrated","agent_2","persona_1"
98,"integrated","agent_3","persona_1"
98,"memory_only","agent_3","persona_1"
98,"document_only","agent_1","persona_2"
98,"integrated","agent_2","persona_2"
98,"integrated","agent_3","persona_2"
98,"memory_only","agent_3","persona_2"
98,"document_only","agent_1","persona_3"
98,"integrated","agent_2","persona_3"
98,"integrated","agent_3","persona_3"
98,"memory_only","agent_3","persona_3"
99,"document_only","agent_4","persona_1"
99,"memory_only","agent_1","persona_1"
99,"memory_only","agent_3","persona_1"
99,"memory_only","agent_4","persona_1"
99,"document_only","agent_4","persona_2"
99,"memory_only","agent_1","persona_2"
99,"memory_only","agent_3","persona_2"
99,"memory_only","agent_4","persona_2"
99,"document_only","agent_4","persona_3"
99,"memory_only","agent_1","persona_3"
99,"memory_only","agent_3","persona_3"
99,"memory_only","agent_4","persona_3"
100,"document_only","agent_3","persona_1"
100,"integrated","agent_2","persona_1"
100,"integrated","agent_3","persona_1"
100,"integrated","agent_4","persona_1"
100,"document_only","agent_3","persona_2"
100,"integrated","agent_2","persona_2"
100,"integrated","agent_3","persona_2"
100,"integrated","agent_4","persona_2"
100,"document_only","agent_3","persona_3"
100,"integrated","agent_2","persona_3"
100,"integrated","agent_3","persona_3"
100,"integrated","agent_4","persona_3"
101,"document_only","agent_1","persona_1"
101,"integrated","agent_2","persona_1"
101,"integrated","agent_4","persona_1"
101,"memory_only","agent_4","persona_1"
101,"document_only","agent_1","persona_2"
101,"integrated","agent_2","persona_2"
101,"integrated","agent_4","persona_2"
101,"memory_only","agent_4","persona_2"
101,"document_only","agent_1","persona_3"
101,"integrated","agent_2","persona_3"
101,"integrated","agent_4","persona_3"
101,"memory_only","agent_4","persona_3"
102,"document_only","agent_1","persona_1"
102,"integrated","agent_1","persona_1"
102,"integrated","agent_3","persona_1"
102,"memory_only","agent_4","persona_1"
102,"document_only","agent_1","persona_2"
102,"integrated","agent_1","persona_2"
102,"integrated","agent_3","persona_2"
102,"memory_only","agent_4","persona_2"
102,"document_only","agent_1","persona_3"
102,"integrated","agent_1","persona_3"
102,"integrated","agent_3","persona_3"
102,"memory_only","agent_4","persona_3"
103,"document_only","agent_3","persona_1"
103,"integrated","agent_2","persona_1"
103,"integrated","agent_4","persona_1"
103,"memory_only","agent_2","persona_1"
103,"document_only","agent_3","persona_2"
103,"integrated","agent_2","persona_2"
103,"integrated","agent_4","persona_2"
103,"memory_only","agent_2","persona_2"
103,"document_only","agent_3","persona_3"
103,"integrated","agent_2","persona_3"
103,"integrated","agent_4","persona_3"
103,"memory_only","agent_2","persona_3"
104,"document_only","agent_4","persona_1"
104,"integrated","agent_2","persona_1"
104,"integrated","agent_3","persona_1"
104,"memory_only","agent_2","persona_1"
104,"document_only","agent_4","persona_2"
104,"integrated","agent_2","persona_2"
104,"integrated","agent_3","persona_2"
104,"memory_only","agent_2","persona_2"
104,"document_only","agent_4","persona_3"
104,"integrated","agent_2","persona_3"
104,"integrated","agent_3","persona_3"
104,"memory_only","agent_2","persona_3"
105,"integrated","agent_4","persona_1"
105,"memory_only","agent_1","persona_1"
105,"memory_only","agent_3","persona_1"
105,"memory_only","agent_4","persona_1"
105,"integrated","agent_4","persona_2"
105,"memory_only","agent_1","persona_2"
105,"memory_only","agent_3","persona_2"
105,"memory_only","agent_4","persona_2"
105,"integrated","agent_4","persona_3"
105,"memory_only","agent_1","persona_3"
105,"memory_only","agent_3","persona_3"
105,"memory_only","agent_4","persona_3"
106,"document_only","agent_2","persona_1"
106,"document_only","agent_4","persona_1"
106,"integrated","agent_2","persona_1"
106,"memory_only","agent_4","persona_1"
106,"document_only","agent_2","persona_2"
106,"document_only","agent_4","persona_2"
106,"integrated","agent_2","persona_2"
106,"memory_only","agent_4","persona_2"
106,"document_only","agent_2","persona_3"
106,"document_only","agent_4","persona_3"
106,"integrated","agent_2","persona_3"
106,"memory_only","agent_4","persona_3"
107,"document_only","agent_1","persona_1"
107,"integrated","agent_4","persona_1"
107,"memory_only","agent_2","persona_1"
107,"memory_only","agent_3","persona_1"
107,"document_only","agent_1","persona_2"
107,"integrated","agent_4","persona_2"
107,"memory_only","agent_2","persona_2"
107,"memory_only","agent_3","persona_2"
107,"document_only","agent_1","persona_3"
107,"integrated","agent_4","persona_3"
107,"memory_only","agent_2","persona_3"
107,"memory_only","agent_3","persona_3"
108,"document_only","agent_3","persona_1"
108,"document_only","agent_4","persona_1"
108,"integrated","agent_3","persona_1"
108,"memory_only","agent_3","persona_1"
108,"document_only","agent_3","persona_2"
108,"document_only","agent_4","persona_2"
108,"integrated","agent_3","persona_2"
108,"memory_only","agent_3","persona_2"
108,"document_only","agent_3","persona_3"
108,"document_only","agent_4","persona_3"
108,"integrated","agent_3","persona_3"
108,"memory_only","agent_3","persona_3"
109,"document_only","agent_3","persona_1"
109,"integrated","agent_2","persona_1"
109,"integrated","agent_3","persona_1"
109,"integrated","agent_4","persona_1"
109,"document_only","agent_3","persona_2"
109,"integrated","agent_2","persona_2"
109,"integrated","agent_3","persona_2"
109,"integrated","agent_4","persona_2"
109,"document_only","agent_3","persona_3"
109,"integrated","agent_2","persona_3"
109,"integrated","agent_3","persona_3"
109,"integrated","agent_4","persona_3"
110,"document_only","agent_1","persona_1"
110,"integrated","agent_2","persona_1"
110,"integrated","agent_3","persona_1"
110,"memory_only","agent_2","persona_1"
110,"document_only","agent_1","persona_2"
110,"integrated","agent_2","persona_2"
110,"integrated","agent_3","persona_2"
110,"memory_only","agent_2","persona_2"
110,"document_only","agent_1","persona_3"
110,"integrated","agent_2","persona_3"
110,"integrated","agent_3","persona_3"
110,"memory_only","agent_2","persona_3"
111,"document_only","agent_3","persona_1"
111,"integrated","agent_1","persona_1"
111,"integrated","agent_2","persona_1"
111,"memory_only","agent_3","persona_1"
111,"document_only","agent_3","persona_2"
111,"integrated","agent_1","persona_2"
111,"integrated","agent_2","persona_2"
111,"memory_only","agent_3","persona_2"
111,"document_only","agent_3","persona_3"
111,"integrated","agent_1","persona_3"
111,"integrated","agent_2","persona_3"
111,"memory_only","agent_3","persona_3"
112,"document_only","agent_1","persona_1"
112,"integrated","agent_3","persona_1"
112,"memory_only","agent_2","persona_1"
112,"memory_only","agent_3","persona_1"
112,"document_only","agent_1","persona_2"
112,"integrated","agent_3","persona_2"
112,"memory_only","agent_2","persona_2"
112,"memory_only","agent_3","persona_2"
112,"document_only","agent_1","persona_3"
112,"integrated","agent_3","persona_3"
112,"memory_only","agent_2","persona_3"
112,"memory_only","agent_3","persona_3"
113,"document_only","agent_1","persona_1"
113,"document_only","agent_2","persona_1"
113,"document_only","agent_3","persona_1"
113,"memory_only","agent_4","persona_1"
113,"document_only","agent_1","persona_2"
113,"document_only","agent_2","persona_2"
113,"document_only","agent_3","persona_2"
113,"memory_only","agent_4","persona_2"
113,"document_only","agent_1","persona_3"
113,"document_only","agent_2","persona_3"
113,"document_only","agent_3","persona_3"
113,"memory_only","agent_4","persona_3"
114,"document_only","agent_3","persona_1"
114,"document_only","agent_4","persona_1"
114,"integrated","agent_2","persona_1"
114,"memory_only","agent_1","persona_1"
114,"document_only","agent_3","persona_2"
114,"document_only","agent_4","persona_2"
114,"integrated","agent_2","persona_2"
114,"memory_only","agent_1","persona_2"
114,"document_only","agent_3","persona_3"
114,"document_only","agent_4","persona_3"
114,"integrated","agent_2","persona_3"
114,"memory_only","agent_1","persona_3"
115,"document_only","agent_2","persona_1"
115,"document_only","agent_3","persona_1"
115,"integrated","agent_2","persona_1"
115,"memory_only","agent_4","persona_1"
115,"document_only","agent_2","persona_2"
115,"document_only","agent_3","persona_2"
115,"integrated","agent_2","persona_2"
115,"memory_only","agent_4","persona_2"
115,"document_only","agent_2","persona_3"
115,"document_only","agent_3","persona_3"
115,"integrated","agent_2","persona_3"
115,"memory_only","agent_4","persona_3"
116,"document_only","agent_1","persona_1"
116,"document_only","agent_2","persona_1"
116,"document_only","agent_4","persona_1"
116,"integrated","agent_2","persona_1"
116,"document_only","agent_1","persona_2"
116,"document_only","agent_2","persona_2"
116,"document_only","agent_4","persona_2"
116,"integrated","agent_2","persona_2"
116,"document_only","agent_1","persona_3"
116,"document_only","agent_2","persona_3"
116,"document_only","agent_4","persona_3"
116,"integrated","agent_2","persona_3"
117,"document_only","agent_2","persona_1"
117,"document_only","agent_4","persona_1"
117,"integrated","agent_2","persona_1"
117,"integrated","agent_3","persona_1"
117,"document_only","agent_2","persona_2"
117,"document_only","agent_4","persona_2"
117,"integrated","agent_2","persona_2"
117,"integrated","agent_3","persona_2"
117,"document_only","agent_2","persona_3"
117,"document_only","agent_4","persona_3"
117,"integrated","agent_2","persona_3"
117,"integrated","agent_3","persona_3"
118,"integrated","agent_1","persona_1"
118,"integrated","agent_2","persona_1"
118,"integrated","agent_4","persona_1"
118,"memory_only","agent_1","persona_1"
118,"integrated","agent_1","persona_2"
118,"integrated","agent_2","persona_2"
118,"integrated","agent_4","persona_2"
118,"memory_only","agent_1","persona_2"
118,"integrated","agent_1","persona_3"
118,"integrated","agent_2","persona_3"
118,"integrated","agent_4","persona_3"
118,"memory_only","agent_1","persona_3"
119,"document_only","agent_2","persona_1"
119,"document_only","agent_4","persona_1"
119,"integrated","agent_1","persona_1"
119,"memory_only","agent_2","persona_1"
119,"document_only","agent_2","persona_2"
119,"document_only","agent_4","persona_2"
119,"integrated","agent_1","persona_2"
119,"memory_only","agent_2","persona_2"
119,"document_only","agent_2","persona_3"
119,"document_only","agent_4","persona_3"
119,"integrated","agent_1","persona_3"
119,"memory_only","agent_2","persona_3"
120,"document_only","agent_1","persona_1"
120,"integrated","agent_1","persona_1"
120,"integrated","agent_3","persona_1"
120,"integrated","agent_4","persona_1"
120,"document_only","agent_1","persona_2"
120,"integrated","agent_1","persona_2"
120,"integrated","agent_3","persona_2"
120,"integrated","agent_4","persona_2"
120,"document_only","agent_1","persona_3"
120,"integrated","agent_1","persona_3"
120,"integrated","agent_3","persona_3"
120,"integrated","agent_4","persona_3"
121,"integrated","agent_1","persona_1"
121,"integrated","agent_3","persona_1"
121,"integrated","agent_4","persona_1"
121,"memory_only","agent_3","persona_1"
121,"integrated","agent_1","persona_2"
121,"integrated","agent_3","persona_2"
121,"integrated","agent_4","persona_2"
121,"memory_only","agent_3","persona_2"
121,"integrated","agent_1","persona_3"
121,"integrated","agent_3","persona_3"
121,"integrated","agent_4","persona_3"
121,"memory_only","agent_3","persona_3"
122,"document_only","agent_1","persona_1"
122,"integrated","agent_4","persona_1"
122,"memory_only","agent_3","persona_1"
122,"memory_only","agent_4","persona_1"
122,"document_only","agent_1","persona_2"
122,"integrated","agent_4","persona_2"
122,"memory_only","agent_3","persona_2"
122,"memory_only","agent_4","persona_2"
122,"document_only","agent_1","persona_3"
122,"integrated","agent_4","persona_3"
122,"memory_only","agent_3","persona_3"
122,"memory_only","agent_4","persona_3"
123,"document_only","agent_1","persona_1"
123,"memory_only","agent_1","persona_1"
123,"memory_only","agent_3","persona_1"
123,"memory_only","agent_4","persona_1"
123,"document_only","agent_1","persona_2"
123,"memory_only","agent_1","persona_2"
123,"memory_only","agent_3","persona_2"
123,"memory_only","agent_4","persona_2"
123,"document_only","agent_1","persona_3"
123,"memory_only","agent_1","persona_3"
123,"memory_only","agent_3","persona_3"
123,"memory_only","agent_4","persona_3"
124,"document_only","agent_1","persona_1"
124,"document_only","agent_4","persona_1"
124,"integrated","agent_2","persona_1"
124,"integrated","agent_3","persona_1"
124,"document_only","agent_1","persona_2"
124,"document_only","agent_4","persona_2"
124,"integrated","agent_2","persona_2"
124,"integrated","agent_3","persona_2"
124,"document_only","agent_1","persona_3"
124,"document_only","agent_4","persona_3"
124,"integrated","agent_2","persona_3"
124,"integrated","agent_3","persona_3"
125,"integrated","agent_3","persona_1"
125,"integrated","agent_4","persona_1"
125,"memory_only","agent_2","persona_1"
125,"memory_only","agent_4","persona_1"
125,"integrated","agent_3","persona_2"
125,"integrated","agent_4","persona_2"
125,"memory_only","agent_2","persona_2"
125,"memory_only","agent_4","persona_2"
125,"integrated","agent_3","persona_3"
125,"integrated","agent_4","persona_3"
125,"memory_only","agent_2","persona_3"
125,"memory_only","agent_4","persona_3"
126,"integrated","agent_4","persona_1"
126,"memory_only","agent_1","persona_1"
126,"memory_only","agent_2","persona_1"
126,"memory_only","agent_4","persona_1"
126,"integrated","agent_4","persona_2"
126,"memory_only","agent_1","persona_2"
126,"memory_only","agent_2","persona_2"
126,"memory_only","agent_4","persona_2"
126,"integrated","agent_4","persona_3"
126,"memory_only","agent_1","persona_3"
126,"memory_only","agent_2","persona_3"
126,"memory_only","agent_4","persona_3"
127,"document_only","agent_2","persona_1"
127,"document_only","agent_4","persona_1"
127,"integrated","agent_2","persona_1"
127,"memory_only","agent_2","persona_1"
127,"document_only","agent_2","persona_2"
127,"document_only","agent_4","persona_2"
127,"integrated","agent_2","persona_2"
127,"memory_only","agent_2","persona_2"
127,"document_only","agent_2","persona_3"
